p0_rank,p1_rank,p0_odds,p1_odds,tourney_date,winner
59.0,71.0,1.8,1.9,2017-06-26,0.0
19.0,33.0,2.2,1.66,2019-08-26,1.0
3.0,74.0,1.16,5.0,2015-03-25,0.0
3.0,18.0,1.04,10.0,2009-06-22,0.0
54.0,98.0,1.61,2.2,2008-01-14,0.0
50.0,100.0,1.33,3.25,2018-01-08,0.0
44.0,549.0,1.18,4.5,2016-10-17,1.0
92.0,274.0,1.44,2.62,2010-10-25,0.0
55.0,105.0,1.53,2.37,2014-06-09,1.0
6.0,18.0,1.1,7.0,2017-03-20,0.0
123.0,133.0,1.72,2.0,2018-07-16,0.0
10.0,31.0,1.22,4.0,2013-03-20,0.0
53.0,66.0,2.87,1.38,2006-06-19,1.0
1.0,15.0,1.08,8.0,2012-05-13,0.0
42.0,111.0,1.83,1.83,2014-08-25,0.0
32.0,61.0,2.0,1.8,2021-10-25,0.0
4.0,14.0,1.333,3.4,2008-05-18,0.0
11.0,54.0,1.5,2.5,2011-09-26,1.0
19.0,98.0,1.5,2.5,2019-09-23,1.0
11.0,22.0,1.72,2.1,2017-03-06,0.0
34.0,71.0,1.33,3.25,2015-05-17,0.0
5.0,10.0,1.61,2.2,2010-10-10,0.0
71.0,167.0,1.53,2.37,2010-06-13,0.0
82.0,130.0,1.44,2.62,2016-02-08,1.0
29.0,49.0,1.36,2.87,2006-06-19,1.0
51.0,111.0,1.36,3.0,2007-05-20,0.0
55.0,62.0,2.62,1.44,2011-07-18,0.0
48.0,71.0,1.36,3.0,2015-06-15,0.0
5.0,27.0,1.44,2.75,2022-10-24,1.0
3.0,12.0,1.06,10.0,2022-06-27,0.0
32.0,49.0,1.57,2.25,2010-03-11,1.0
48.0,51.0,1.66,2.1,2019-05-13,1.0
59.0,205.0,1.36,3.2,2021-08-23,1.0
63.0,101.0,2.1,1.66,2014-06-23,0.0
41.0,61.0,1.44,2.62,2010-08-01,0.0
37.0,109.0,1.33,3.25,2008-03-13,0.0
5.0,7.0,1.4,3.0,2015-04-12,0.0
42.0,43.0,1.16,4.5,2008-04-20,0.0
57.0,83.0,1.1,6.5,2007-04-23,0.0
11.0,137.0,1.2,4.33,2008-09-22,1.0
27.0,97.0,1.1,7.0,2015-10-19,0.0
64.0,71.0,1.33,3.25,2013-07-22,0.0
8.0,36.0,1.33,3.25,2017-08-14,0.0
103.0,138.0,1.44,2.62,2006-07-24,0.0
57.0,59.0,1.36,3.0,2011-06-12,1.0
9.0,38.0,1.28,3.5,2006-05-08,0.0
7.0,87.0,1.16,4.5,2009-05-25,0.0
61.0,85.0,1.3,3.4,2009-05-25,1.0
70.0,110.0,1.72,2.0,2008-07-07,0.0
18.0,63.0,1.2,4.5,2021-04-12,0.0
67.0,199.0,1.66,2.1,2018-02-05,0.0
30.0,64.0,1.4,2.75,2011-02-21,0.0
46.0,78.0,1.61,2.2,2013-04-22,0.0
17.0,129.0,1.33,3.0,2006-07-17,0.0
7.0,53.0,1.5,2.5,2009-10-05,0.0
69.0,72.0,2.1,1.72,2018-06-11,1.0
9.0,97.0,1.33,3.25,2008-04-20,0.0
27.0,97.0,1.04,13.0,2013-05-27,0.0
22.0,141.0,1.11,6.0,2011-01-17,0.0
82.0,131.0,1.8,2.0,2022-04-25,1.0
14.0,159.0,1.11,6.0,2006-01-30,0.0
9.0,81.0,1.07,7.5,2006-03-20,0.0
1.0,66.0,1.02,17.0,2013-08-05,0.0
9.0,195.0,1.08,7.0,2009-01-19,0.0
135.0,157.0,2.37,1.53,2016-07-18,1.0
57.0,60.0,1.25,3.75,2016-06-20,0.0
25.0,95.0,1.25,3.75,2009-03-12,0.0
43.0,51.0,2.5,1.53,2022-01-10,0.0
18.0,34.0,2.75,1.39,2007-05-07,0.0
53.0,174.0,1.36,3.0,2016-01-18,0.0
13.0,39.0,1.3,3.4,2016-06-13,0.0
52.0,138.0,1.4,3.0,2021-03-08,1.0
92.0,181.0,1.16,4.5,2009-05-03,0.0
41.0,200.0,1.22,4.0,2008-02-11,0.0
13.0,47.0,1.53,2.37,2015-02-09,1.0
64.0,94.0,1.8,2.0,2022-01-03,1.0
18.0,26.0,1.8,1.9,2016-04-11,0.0
13.0,27.0,1.44,2.62,2016-05-09,0.0
38.0,70.0,1.83,1.83,2007-03-19,0.0
2.0,34.0,1.19,4.0,2006-02-27,0.0
20.0,76.0,1.72,2.0,2016-02-22,1.0
32.0,65.0,1.4,2.75,2013-12-30,0.0
32.0,40.0,1.12,6.0,2017-08-28,0.0
81.0,189.0,1.4,2.75,2006-08-28,0.0
13.0,95.0,1.14,5.5,2019-08-05,0.0
7.0,152.0,1.57,2.37,2022-08-15,1.0
31.0,55.0,1.14,5.5,2013-06-24,1.0
7.0,81.0,1.01,15.0,2011-06-20,0.0
4.0,17.0,1.11,6.0,2010-10-04,1.0
17.0,54.0,1.2,4.5,2017-03-20,0.0
16.0,47.0,1.18,4.5,2017-02-20,0.0
39.0,65.0,2.62,1.44,2020-01-06,1.0
45.0,86.0,1.33,3.25,2010-06-21,1.0
30.0,122.0,1.72,2.0,2014-09-29,1.0
35.0,42.0,2.1,1.66,2011-05-08,1.0
7.0,25.0,1.38,3.0,2007-03-19,0.0
13.0,116.0,1.1,7.0,2015-05-24,0.0
437.0,706.0,2.25,1.57,2010-07-25,0.0
22.0,236.0,2.25,1.66,2011-01-17,0.0
13.0,106.0,1.1,7.0,2014-01-13,1.0
75.0,199.0,1.4,2.75,2010-07-26,0.0
145.0,245.0,1.4,2.75,2012-08-27,1.0
71.0,81.0,1.25,3.75,2011-09-19,0.0
50.0,55.0,2.1,1.66,2011-01-10,0.0
7.0,41.0,1.28,3.75,2016-06-27,0.0
49.0,62.0,2.2,1.61,2011-03-23,1.0
23.0,32.0,1.4,2.75,2014-07-07,0.0
72.0,86.0,4.5,1.16,2014-05-26,0.0
2.0,80.0,1.16,4.5,2006-02-13,0.0
25.0,127.0,2.0,1.72,2018-01-08,0.0
43.0,61.0,1.25,3.75,2016-05-16,0.0
54.0,79.0,1.44,2.62,2012-01-30,1.0
2.0,4.0,1.36,3.2,2022-01-17,0.0
28.0,37.0,1.2,4.5,2022-08-15,0.0
34.0,79.0,1.12,6.0,2022-08-29,0.0
54.0,139.0,1.57,2.25,2007-03-19,0.0
24.0,27.0,1.33,3.25,2009-06-08,0.0
8.0,95.0,1.5,2.62,2018-05-07,0.0
7.0,19.0,1.57,2.37,2018-08-27,1.0
79.0,92.0,1.5,2.5,2011-04-24,0.0
2.0,6.0,1.5,2.5,2007-11-12,1.0
8.0,16.0,3.4,1.33,2022-03-21,1.0
6.0,33.0,1.38,2.87,2011-01-17,0.0
62.0,64.0,2.0,1.72,2017-02-20,1.0
92.0,132.0,1.4,2.75,2014-06-09,0.0
80.0,89.0,1.9,1.9,2019-07-01,1.0
32.0,52.0,1.53,2.37,2012-08-27,1.0
28.0,45.0,2.1,1.72,2021-05-10,1.0
156.0,240.0,1.44,2.62,2013-06-10,0.0
39.0,50.0,4.5,1.2,2019-08-26,1.0
76.0,161.0,1.66,2.1,2010-02-15,1.0
61.0,85.0,2.37,1.53,2012-02-13,0.0
66.0,75.0,2.2,1.66,2018-05-28,1.0
33.0,93.0,1.19,4.0,2006-07-17,0.0
66.0,70.0,1.72,2.0,2012-08-06,0.0
11.0,109.0,1.25,4.0,2022-10-03,0.0
46.0,97.0,1.25,3.75,2010-02-22,0.0
27.0,171.0,1.28,3.5,2015-01-05,0.0
18.0,95.0,2.1,1.72,2021-04-05,1.0
6.0,386.0,1.14,5.5,2017-05-15,0.0
77.0,232.0,1.72,2.0,2016-09-26,0.0
19.0,42.0,1.36,3.0,2008-02-18,1.0
19.0,20.0,8.0,1.08,2022-01-17,1.0
29.0,80.0,2.75,1.44,2018-07-02,1.0
7.0,13.0,2.0,1.72,2011-11-07,0.0
7.0,99.0,1.04,11.0,2015-02-09,0.0
2.0,6.0,1.53,2.37,2008-03-03,1.0
43.0,84.0,2.75,1.44,2019-01-14,1.0
40.0,104.0,1.61,2.2,2012-02-13,1.0
40.0,43.0,2.25,1.57,2017-10-23,0.0
52.0,157.0,1.61,2.2,2009-10-19,1.0
6.0,40.0,1.08,8.0,2021-06-28,0.0
29.0,42.0,1.36,3.0,2013-10-21,0.0
23.0,85.0,1.28,3.5,2008-10-06,0.0
69.0,129.0,1.53,2.37,2016-01-04,0.0
10.0,26.0,1.4,2.75,2015-10-11,0.0
2.0,83.0,1.02,17.0,2016-01-18,0.0
4.0,14.0,1.57,2.37,2016-01-18,1.0
39.0,84.0,1.66,2.1,2012-06-11,0.0
6.0,112.0,1.03,15.0,2013-07-08,0.0
23.0,64.0,1.83,1.83,2018-01-01,1.0
16.0,116.0,1.36,3.0,2014-10-13,0.0
52.0,74.0,2.2,1.61,2010-07-25,1.0
32.0,46.0,1.5,2.5,2017-08-14,1.0
31.0,213.0,1.14,5.0,2011-04-25,0.0
120.0,131.0,1.3,3.4,2020-02-10,1.0
46.0,122.0,1.72,2.1,2018-01-15,1.0
50.0,74.0,3.0,1.36,2019-04-15,0.0
55.0,104.0,1.44,2.62,2011-08-08,0.0
2.0,36.0,1.03,11.0,2011-04-25,0.0
12.0,61.0,1.36,3.0,2011-07-11,1.0
129.0,212.0,1.8,1.9,2010-05-03,0.0
1.0,16.0,1.07,9.0,2022-05-23,0.0
4.0,18.0,1.22,4.0,2010-08-09,0.0
39.0,131.0,1.18,4.5,2012-06-11,0.0
3.0,12.0,1.44,2.75,2022-04-11,0.0
21.0,86.0,1.36,3.0,2013-08-26,0.0
22.0,96.0,1.1,7.0,2012-05-13,0.0
22.0,49.0,1.36,3.0,2010-01-11,0.0
15.0,29.0,1.36,3.0,2013-04-14,0.0
8.0,49.0,1.14,5.0,2007-02-19,0.0
33.0,62.0,1.4,2.75,2013-09-23,0.0
6.0,145.0,1.06,8.0,2008-10-20,1.0
5.0,57.0,1.1,7.0,2014-02-10,0.0
68.0,112.0,1.72,2.0,2006-08-07,0.0
26.0,82.0,1.66,2.2,2022-06-27,0.0
30.0,36.0,1.8,2.0,2021-03-01,0.0
5.0,73.0,1.1,7.0,2013-03-07,0.0
78.0,79.0,1.22,4.33,2022-06-06,0.0
59.0,75.0,2.2,1.66,2019-06-24,1.0
2.0,9.0,1.16,5.0,2012-08-06,0.0
99.0,168.0,1.57,2.37,2022-07-25,1.0
18.0,25.0,1.36,3.0,2013-10-07,0.0
95.0,198.0,1.33,3.25,2009-07-19,0.0
9.0,129.0,1.04,13.0,2012-08-27,0.0
18.0,57.0,1.25,3.75,2016-02-22,1.0
25.0,66.0,1.72,2.1,2019-10-14,0.0
75.0,92.0,1.57,2.37,2022-08-01,1.0
84.0,106.0,1.5,2.5,2011-07-18,1.0
118.0,129.0,2.1,1.66,2006-05-29,0.0
34.0,46.0,4.0,1.25,2021-04-19,1.0
18.0,21.0,2.37,1.53,2006-08-14,1.0
10.0,48.0,1.16,4.5,2009-08-23,0.0
39.0,105.0,1.16,4.5,2007-08-27,0.0
19.0,60.0,1.66,2.1,2019-04-29,0.0
4.0,25.0,1.4,2.75,2010-11-07,0.0
9.0,80.0,1.28,3.5,2018-03-19,1.0
14.0,117.0,1.1,7.0,2015-08-31,0.0
39.0,47.0,1.53,2.37,2010-08-22,1.0
13.0,41.0,1.61,2.3,2022-02-14,0.0
26.0,35.0,1.57,2.25,2007-08-19,1.0
39.0,94.0,1.66,2.1,2014-07-21,1.0
46.0,96.0,2.1,1.66,2013-02-11,1.0
15.0,69.0,1.25,3.75,2008-01-14,0.0
2.0,80.0,1.03,11.0,2010-05-03,0.0
16.0,41.0,1.4,2.75,2018-10-22,0.0
19.0,54.0,1.66,2.1,2018-03-19,0.0
30.0,195.0,1.2,4.33,2011-02-14,0.0
9.0,33.0,1.2,4.33,2010-08-01,1.0
17.0,32.0,1.4,2.75,2013-05-05,0.0
85.0,105.0,1.5,2.5,2016-08-22,0.0
9.0,53.0,1.28,3.75,2018-07-23,0.0
68.0,635.0,1.22,4.0,2008-02-25,0.0
28.0,65.0,1.72,2.0,2016-03-07,1.0
9.0,13.0,1.33,3.25,2006-04-17,0.0
47.0,61.0,2.2,1.61,2006-02-27,1.0
29.0,76.0,1.16,5.0,2014-06-09,0.0
20.0,37.0,2.5,1.5,2014-01-13,1.0
56.0,59.0,1.4,2.75,2019-09-30,0.0
22.0,84.0,1.53,2.5,2021-08-30,1.0
64.0,65.0,1.5,2.5,2014-01-13,0.0
47.0,109.0,1.44,2.62,2018-03-05,0.0
84.0,109.0,1.83,1.83,2014-02-03,1.0
62.0,101.0,1.66,2.1,2019-01-07,1.0
4.0,54.0,1.39,3.0,2006-01-16,1.0
75.0,260.0,1.28,3.5,2007-07-23,0.0
11.0,136.0,1.01,15.0,2010-05-24,0.0
53.0,81.0,2.0,1.72,2015-09-21,0.0
91.0,103.0,1.38,2.87,2008-08-04,1.0
34.0,166.0,1.04,13.0,2013-05-27,0.0
23.0,64.0,2.62,1.44,2013-01-07,1.0
130.0,373.0,1.4,2.75,2007-07-23,1.0
27.0,125.0,1.16,4.5,2009-07-26,0.0
41.0,149.0,1.5,2.5,2014-02-17,0.0
61.0,87.0,2.37,1.53,2018-09-17,1.0
1.0,2.0,2.5,1.53,2016-11-14,0.0
14.0,176.0,1.25,3.5,2006-01-09,0.0
135.0,137.0,5.5,1.12,2007-07-09,1.0
8.0,92.0,1.44,2.62,2009-03-25,0.0
120.0,147.0,1.36,3.2,2022-01-17,0.0
8.0,32.0,1.16,5.0,2013-03-07,0.0
19.0,54.0,1.4,2.75,2008-09-29,1.0
9.0,28.0,2.2,1.61,2006-01-16,1.0
97.0,131.0,1.4,3.0,2021-07-26,0.0
92.0,105.0,2.37,1.53,2019-07-15,1.0
13.0,267.0,1.33,3.4,2022-06-27,0.0
76.0,134.0,1.36,3.0,2020-02-17,0.0
7.0,49.0,1.3,3.5,2009-10-05,0.0
81.0,166.0,1.36,3.2,2021-06-14,0.0
54.0,68.0,2.37,1.53,2009-04-20,1.0
92.0,114.0,3.25,1.33,2007-06-25,1.0
33.0,140.0,2.37,1.53,2009-06-22,0.0
17.0,75.0,1.18,4.5,2016-01-04,1.0
13.0,149.0,2.75,1.4,2012-10-22,0.0
87.0,114.0,1.36,3.25,2018-04-30,1.0
22.0,425.0,1.06,8.0,2007-05-28,0.0
44.0,53.0,1.22,4.0,2015-05-24,0.0
6.0,71.0,1.28,3.5,2019-10-07,0.0
32.0,111.0,1.28,3.5,2007-10-01,0.0
23.0,49.0,1.72,2.0,2007-02-19,1.0
5.0,65.0,1.25,3.75,2016-03-07,0.0
7.0,106.0,1.11,6.0,2009-01-19,0.0
1.0,14.0,1.44,2.75,2021-02-08,0.0
28.0,63.0,1.12,5.5,2007-06-11,0.0
57.0,192.0,1.44,2.62,2017-01-02,0.0
2.0,86.0,1.07,7.5,2008-03-13,0.0
5.0,6.0,1.44,2.75,2021-05-31,0.0
8.0,26.0,1.44,2.62,2015-08-10,1.0
13.0,236.0,1.02,17.0,2014-06-23,0.0
15.0,93.0,1.2,4.33,2017-02-27,0.0
45.0,73.0,1.28,3.75,2017-07-31,0.0
29.0,77.0,1.16,4.5,2010-02-01,0.0
12.0,66.0,1.25,3.75,2010-11-07,0.0
56.0,144.0,1.25,4.0,2021-06-21,1.0
56.0,238.0,1.05,10.0,2014-08-25,0.0
70.0,136.0,1.25,4.0,2018-05-28,0.0
52.0,331.0,1.14,5.0,2011-04-04,0.0
36.0,53.0,1.66,2.1,2007-08-05,1.0
28.0,269.0,1.14,5.5,2015-05-17,1.0
97.0,102.0,2.75,1.4,2018-03-05,1.0
57.0,87.0,1.57,2.25,2018-10-22,0.0
32.0,68.0,1.36,3.0,2011-06-12,1.0
93.0,136.0,2.0,1.72,2018-07-16,1.0
26.0,34.0,1.8,2.0,2017-10-23,1.0
39.0,154.0,1.22,4.33,2022-03-07,0.0
72.0,125.0,1.33,3.25,2016-02-08,0.0
24.0,58.0,1.66,2.1,2013-06-17,1.0
33.0,39.0,1.66,2.1,2010-04-19,0.0
5.0,23.0,1.22,4.0,2013-10-07,0.0
29.0,72.0,3.5,1.28,2016-04-18,1.0
7.0,93.0,1.01,15.0,2010-06-21,0.0
48.0,66.0,1.4,2.75,2014-08-17,0.0
19.0,81.0,1.12,5.5,2009-06-14,1.0
41.0,53.0,1.53,2.37,2015-04-27,0.0
9.0,72.0,1.16,5.0,2018-05-28,1.0
13.0,98.0,1.07,9.0,2016-01-18,0.0
48.0,98.0,1.4,3.0,2020-01-20,1.0
60.0,82.0,2.1,1.66,2008-06-15,0.0
75.0,87.0,2.0,1.72,2015-07-27,1.0
59.0,123.0,1.36,3.0,2012-12-31,1.0
33.0,99.0,1.16,4.5,2010-07-12,0.0
16.0,26.0,1.61,2.2,2007-08-05,1.0
6.0,119.0,1.1,6.5,2007-06-25,0.0
43.0,90.0,1.11,6.5,2012-02-20,0.0
48.0,73.0,1.61,2.2,2010-08-22,1.0
96.0,163.0,1.61,2.2,2018-04-30,1.0
55.0,94.0,1.8,2.0,2017-01-16,1.0
1.0,46.0,1.02,12.0,2010-05-09,0.0
26.0,117.0,1.5,2.5,2008-02-18,0.0
18.0,67.0,1.18,4.5,2012-01-09,1.0
80.0,98.0,2.75,1.4,2014-04-28,1.0
11.0,14.0,2.1,1.66,2020-09-21,1.0
55.0,224.0,1.9,1.8,2016-09-26,1.0
33.0,35.0,2.37,1.53,2019-09-23,0.0
45.0,87.0,1.72,2.0,2009-10-19,1.0
289.0,294.0,2.37,1.53,2006-03-06,1.0
57.0,175.0,1.61,2.2,2017-08-14,1.0
88.0,111.0,1.66,2.1,2018-07-23,0.0
131.0,622.0,1.08,7.0,2017-07-17,0.0
13.0,53.0,1.57,2.37,2019-01-14,0.0
36.0,104.0,2.0,1.72,2014-04-07,0.0
5.0,20.0,1.83,1.83,2006-05-08,0.0
44.0,62.0,1.72,2.1,2019-06-10,0.0
72.0,84.0,1.36,3.0,2014-06-23,0.0
86.0,143.0,3.0,1.4,2021-06-28,1.0
39.0,61.0,2.2,1.61,2017-03-20,0.0
2.0,61.0,1.01,15.0,2006-08-28,0.0
72.0,155.0,2.0,1.72,2010-09-20,1.0
45.0,248.0,1.16,5.0,2016-01-04,0.0
62.0,69.0,1.4,2.75,2013-07-22,0.0
51.0,67.0,2.0,1.72,2007-04-15,0.0
2.0,28.0,1.06,8.0,2009-01-05,0.0
44.0,78.0,1.5,2.5,2013-01-07,0.0
46.0,73.0,1.53,2.37,2006-08-14,1.0
94.0,116.0,2.25,1.57,2012-10-07,1.0
11.0,19.0,1.61,2.2,2016-03-21,1.0
9.0,144.0,1.36,3.2,2014-06-23,0.0
41.0,116.0,1.14,5.5,2015-09-28,0.0
30.0,132.0,1.25,3.75,2006-05-01,0.0
21.0,137.0,1.16,4.5,2006-07-24,0.0
1.0,55.0,1.005,34.0,2016-06-27,0.0
91.0,188.0,1.36,3.2,2021-02-08,0.0
7.0,29.0,1.14,5.0,2011-03-10,0.0
71.0,165.0,2.5,1.5,2015-02-09,1.0
9.0,230.0,1.01,21.0,2011-08-29,0.0
37.0,56.0,1.9,1.8,2006-02-13,1.0
52.0,61.0,1.66,2.2,2017-01-16,0.0
1.0,7.0,1.57,2.37,2021-02-02,0.0
107.0,169.0,1.72,2.1,2017-10-16,1.0
91.0,103.0,2.25,1.57,2014-08-25,0.0
3.0,14.0,1.2,4.5,2017-01-16,0.0
16.0,34.0,1.57,2.25,2008-05-11,0.0
31.0,77.0,1.66,2.1,2012-01-09,1.0
17.0,38.0,1.44,2.62,2007-08-27,0.0
75.0,104.0,1.57,2.25,2014-07-07,1.0
280.0,309.0,2.25,1.57,2013-04-22,1.0
3.0,10.0,1.06,10.0,2021-05-31,0.0
41.0,73.0,1.57,2.25,2013-04-14,0.0
38.0,315.0,1.16,4.5,2010-05-09,0.0
50.0,100.0,1.8,1.9,2010-07-19,0.0
35.0,89.0,1.44,2.62,2007-04-09,1.0
30.0,62.0,1.53,2.37,2015-09-28,0.0
94.0,131.0,1.44,2.62,2017-09-18,1.0
15.0,30.0,1.72,2.0,2017-10-02,1.0
2.0,54.0,1.07,9.0,2013-06-24,0.0
12.0,65.0,1.1,7.0,2017-05-29,1.0
3.0,44.0,1.05,11.0,2021-08-30,0.0
21.0,159.0,1.15,5.0,2013-07-29,0.0
24.0,222.0,1.8,1.9,2007-08-13,1.0
101.0,169.0,1.4,2.75,2011-07-04,1.0
85.0,104.0,4.5,1.16,2006-08-28,1.0
1.0,116.0,1.005,21.0,2011-01-17,0.0
34.0,55.0,1.2,4.5,2018-04-16,0.0
19.0,85.0,1.44,2.62,2006-05-29,0.0
10.0,141.0,1.11,6.5,2015-01-05,0.0
100.0,104.0,2.25,1.57,2014-05-18,1.0
107.0,128.0,1.8,1.9,2006-07-17,1.0
39.0,47.0,1.72,2.0,2009-06-14,1.0
40.0,51.0,2.0,1.8,2017-03-20,0.0
46.0,49.0,3.25,1.33,2012-04-30,0.0
18.0,22.0,1.66,2.1,2013-03-20,0.0
2.0,8.0,1.22,4.0,2011-10-03,0.0
16.0,100.0,1.44,2.75,2021-07-19,1.0
70.0,72.0,1.5,2.5,2008-01-28,1.0
12.0,63.0,1.33,3.25,2006-09-11,0.0
33.0,205.0,1.22,4.0,2009-07-13,0.0
63.0,70.0,2.5,1.53,2022-04-25,1.0
66.0,82.0,1.25,3.75,2015-01-19,0.0
67.0,89.0,3.25,1.33,2015-02-23,1.0
25.0,59.0,1.4,3.0,2018-05-28,0.0
33.0,75.0,2.2,1.61,2015-02-09,0.0
73.0,84.0,1.44,2.62,2009-06-08,0.0
50.0,121.0,1.61,2.2,2007-01-28,0.0
38.0,77.0,1.5,2.62,2019-08-12,1.0
8.0,46.0,1.14,5.5,2016-08-15,0.0
8.0,55.0,1.07,7.5,2010-10-31,0.0
3.0,80.0,1.07,8.0,2008-05-25,0.0
68.0,83.0,2.75,1.44,2007-07-09,0.0
81.0,227.0,1.33,3.25,2015-01-05,1.0
10.0,40.0,1.14,5.5,2013-02-11,0.0
21.0,44.0,1.08,8.0,2017-05-29,0.0
13.0,23.0,2.62,1.44,2012-03-08,0.0
34.0,44.0,1.33,3.25,2016-10-31,0.0
56.0,81.0,1.61,2.2,2017-02-13,1.0
54.0,70.0,1.25,3.75,2010-05-03,1.0
119.0,122.0,2.25,1.57,2018-02-05,1.0
9.0,41.0,1.06,10.0,2013-06-24,0.0
28.0,54.0,1.16,5.0,2017-07-03,0.0
6.0,42.0,1.61,2.2,2007-04-29,1.0
32.0,52.0,2.62,1.44,2007-05-14,1.0
83.0,145.0,1.57,2.25,2017-10-23,0.0
33.0,43.0,1.5,2.5,2010-01-11,0.0
1.0,5.0,1.57,2.37,2021-05-10,0.0
9.0,38.0,1.25,4.0,2022-10-24,0.0
38.0,101.0,1.28,3.5,2017-04-24,0.0
14.0,30.0,1.28,3.5,2011-10-31,0.0
35.0,49.0,1.18,4.5,2017-03-06,0.0
14.0,70.0,1.16,5.0,2022-06-27,0.0
46.0,157.0,1.5,2.5,2012-04-23,0.0
19.0,48.0,1.57,2.25,2019-09-30,0.0
7.0,80.0,1.04,13.0,2012-08-27,0.0
12.0,113.0,1.08,7.0,2008-02-11,0.0
93.0,101.0,2.1,1.66,2020-02-03,1.0
36.0,173.0,3.0,1.36,2012-06-25,1.0
35.0,54.0,1.4,2.75,2010-08-30,0.0
41.0,112.0,1.33,3.25,2007-06-25,0.0
80.0,132.0,5.0,1.16,2022-01-17,1.0
8.0,12.0,1.57,2.37,2021-11-15,0.0
28.0,29.0,2.1,1.66,2008-10-06,0.0
127.0,185.0,1.61,2.3,2021-07-19,0.0
5.0,22.0,1.33,3.25,2009-02-09,0.0
241.0,322.0,2.5,1.5,2006-02-27,1.0
16.0,25.0,1.61,2.2,2020-08-24,0.0
32.0,44.0,1.3,3.4,2010-06-07,0.0
46.0,72.0,1.5,2.5,2010-08-22,0.0
82.0,106.0,1.61,2.2,2019-02-11,1.0
15.0,251.0,1.28,3.5,2014-06-23,0.0
35.0,65.0,3.0,1.36,2018-05-14,1.0
55.0,1229.0,1.02,17.0,2018-08-27,0.0
7.0,72.0,1.04,10.0,2011-03-23,0.0
43.0,99.0,1.36,3.0,2007-09-24,0.0
26.0,44.0,2.5,1.5,2009-04-12,0.0
58.0,270.0,1.2,4.33,2013-12-30,1.0
19.0,34.0,2.1,1.66,2010-11-07,1.0
43.0,232.0,1.22,4.0,2011-09-19,0.0
38.0,69.0,1.53,2.37,2018-05-21,1.0
24.0,148.0,1.5,2.5,2011-08-29,0.0
9.0,36.0,1.16,4.5,2010-05-09,0.0
21.0,41.0,1.44,2.62,2008-05-11,1.0
4.0,32.0,1.61,2.2,2019-08-05,0.0
69.0,109.0,2.75,1.4,2013-05-19,1.0
39.0,45.0,4.33,1.22,2014-09-15,1.0
5.0,13.0,1.57,2.37,2019-10-07,1.0
48.0,103.0,1.33,3.25,2008-06-09,1.0
45.0,58.0,1.61,2.2,2020-02-10,0.0
57.0,103.0,1.33,3.4,2022-03-21,1.0
30.0,83.0,1.16,5.0,2015-04-06,0.0
30.0,107.0,1.16,4.5,2007-10-08,0.0
31.0,160.0,1.19,4.0,2006-08-28,0.0
29.0,61.0,1.3,3.4,2010-05-16,0.0
64.0,90.0,2.2,1.61,2009-04-06,1.0
24.0,87.0,1.4,2.75,2011-09-19,0.0
66.0,96.0,2.1,1.66,2008-04-14,1.0
11.0,36.0,1.18,4.5,2014-09-29,0.0
7.0,17.0,1.38,2.87,2012-04-15,0.0
41.0,90.0,1.3,3.4,2016-05-23,0.0
38.0,104.0,1.3,3.5,2020-08-31,0.0
33.0,46.0,2.1,1.66,2019-10-28,0.0
50.0,54.0,1.44,2.62,2017-10-09,1.0
27.0,100.0,1.57,2.37,2018-07-16,0.0
164.0,308.0,1.61,2.2,2007-09-24,0.0
34.0,159.0,2.25,1.57,2015-05-03,0.0
19.0,46.0,1.44,2.62,2010-10-18,0.0
41.0,42.0,1.5,2.5,2019-04-15,1.0
84.0,86.0,1.4,2.75,2009-02-09,0.0
2.0,24.0,1.04,10.0,2008-04-20,0.0
24.0,44.0,1.16,5.0,2022-06-20,0.0
4.0,7.0,1.45,2.8,2022-08-29,0.0
24.0,131.0,1.5,2.5,2010-01-18,0.0
8.0,85.0,1.39,2.75,2007-03-05,0.0
8.0,77.0,1.22,4.0,2015-08-03,0.0
90.0,168.0,1.53,2.5,2022-07-25,1.0
20.0,76.0,1.11,6.5,2015-08-31,0.0
19.0,41.0,1.53,2.37,2014-05-04,0.0
21.0,46.0,1.4,2.75,2020-09-21,0.0
127.0,251.0,1.66,2.1,2008-07-14,1.0
7.0,35.0,1.44,2.62,2010-05-09,1.0
8.0,46.0,1.2,4.33,2013-02-18,0.0
48.0,416.0,1.25,3.75,2017-03-20,0.0
76.0,246.0,1.53,2.37,2013-02-18,1.0
117.0,195.0,1.28,3.75,2022-05-23,1.0
11.0,19.0,2.62,1.44,2014-05-26,0.0
36.0,576.0,1.33,3.25,2011-07-31,0.0
9.0,81.0,1.14,5.5,2018-08-27,0.0
4.0,50.0,1.33,3.25,2013-10-07,1.0
95.0,134.0,1.53,2.37,2013-02-18,0.0
57.0,69.0,2.1,1.66,2014-06-16,0.0
1.0,121.0,1.005,34.0,2016-02-22,0.0
63.0,107.0,1.53,2.37,2016-10-24,0.0
31.0,238.0,2.2,1.61,2016-09-19,1.0
34.0,43.0,5.5,1.12,2008-06-23,1.0
3.0,264.0,1.01,15.0,2008-05-25,0.0
22.0,39.0,1.28,3.5,2011-01-03,0.0
26.0,49.0,1.66,2.2,2019-09-16,0.0
94.0,108.0,1.83,1.83,2006-02-13,0.0
9.0,72.0,1.28,3.5,2016-02-08,1.0
37.0,83.0,1.33,3.25,2019-10-14,1.0
